method,keywords_mean,similarity_mean,exactitude_score,pertinence_mean,hallucinations_rate,latence_mean,latence_score,complexite_score,global_score
llm_only,0.13333333333333333,0.4824968735376994,0.30791510343551637,0.8666666666666667,0.5666666666666667,9.632160316200013,0.10286521701960877,0.8199999999999998,0.4041376469169295
rag,0.6505555555555557,0.5833318064610163,0.6169436810082859,1.7666666666666666,0.0,7.946487484699961,0.11797164503346629,0.8199999999999998,0.7024455177241724
extractive_qa,0.2827777777777777,0.5713745872179667,0.42707618249787227,1.0666666666666667,0.0,0.6684118126332881,0.6464001863446381,0.8199999999999998,0.6547495493677241
